z,CH4,HCN,OH,C2H2,NO,HCl,C2H6,CO,t,H2O,CO2,SF6,ClO,HI,N2O,H2CO,HOCl,NH3,HF,H2O2,SO2,N2,COF2,HBr,NO2,PH3,CH3Cl,O3,O2,HNO3
0.0,0.0001701557,1.701557e-08,4.404333e-12,3.0025509999999996e-08,3.0025509999999996e-08,1.0008499999999999e-07,2.0017010000000002e-07,1.50146e-05,272.2,0.43194210000000005,0.03302696,1.00085e-18,1.00085e-12,3.002551e-10,3.202648e-05,2.401893e-07,7.704812999999999e-10,5.006098e-08,1.00085e-12,2.001701e-08,3.0025509999999996e-08,78.15568,1.00085e-18,0.0,2.301845e-09,1.00085e-18,7.007061e-08,2.780304e-06,20.91781,5.006098e-09
1000.0,0.0001700958,1.65093e-08,4.403307e-12,1.7208039999999997e-08,3.001691e-08,7.495958e-08,2.001127e-07,1.4508169999999999e-05,268.7,0.34560789999999997,0.0330186,1.000564e-18,1.000564e-12,3.0016910000000003e-10,3.201803e-05,1.070438e-07,1.060515e-09,5.002818e-08,1.000564e-12,1.9510990000000002e-08,2.741627e-08,78.14318999999999,1.000564e-18,0.0,2.301296e-09,1.000564e-18,6.702121999999999e-08,2.8015780000000002e-06,20.91261,5.962036e-09
2000.0,0.0001701212,1.631197e-08,4.402564e-12,9.574823000000001e-09,3.001811e-08,5.615066e-08,2.001208e-07,1.3998250000000001e-05,265.2,0.2789913,0.03301807,1.000604e-18,1.0006039999999999e-12,3.001811e-10,3.202118e-05,4.0422909999999995e-08,1.220848e-09,4.633009e-08,1.2305849999999999e-12,1.920992e-08,2.3614810000000002e-08,78.1287,1.000604e-18,0.0,2.301203e-09,1.000604e-18,6.435765e-08,2.850654e-06,20.9116,6.931894e-09
3000.0,0.0001701445,1.6113469999999998e-08,4.404383e-12,6.7443259999999996e-09,3.002917e-08,4.224187e-08,2.001945e-07,1.3504279999999999e-05,261.7,0.20899600000000002,0.03303418,1.000972e-18,1.0009719999999999e-12,3.0029170000000003e-10,3.202904e-05,2.272239e-08,1.141067e-09,3.803904e-08,1.971739e-12,1.892057e-08,1.901952e-08,78.17168,1.000972e-18,0.0,2.3024449999999997e-09,1.000972e-18,6.223528e-08,3.202904e-06,20.92043,7.91612e-09
4000.0,0.000169875,1.601214e-08,4.404209e-12,5.074768e-09,3.002711e-08,3.193138e-08,1.982068e-07,1.313251e-05,255.7,0.1281319,0.03302866,1.000904e-18,1.000904e-12,3.002711e-10,3.203008e-05,1.4014979999999999e-08,9.811644000000001e-10,2.8825329999999998e-08,3.182688e-12,1.8415699999999998e-08,1.4612959999999999e-08,78.14480999999999,1.000904e-18,0.0,2.3019630000000003e-09,1.000904e-18,6.072769e-08,3.5705089999999996e-06,20.91796,8.876925e-09
5000.0,0.00016877899999999998,1.600837e-08,4.402789e-12,3.992684e-09,3.001813e-08,2.391198e-08,1.951244e-07,1.303641e-05,249.7,0.08247524,0.033022539999999996,1.000604e-18,1.0006039999999999e-12,3.001813e-10,3.2016750000000005e-05,1.000604e-08,8.01392e-10,2.041441e-08,5.633105e-12,1.770849e-08,1.1809990000000001e-08,78.12761,1.000604e-18,0.0,2.3016500000000002e-09,1.000604e-18,6.023743e-08,4.722697e-06,20.91406,9.752973e-09
6000.0,0.0001673293,1.6013e-08,4.402484e-12,3.1916919999999996e-09,3.001892e-08,1.7910999999999997e-08,1.900907e-07,1.288603e-05,243.7,0.051064160000000004,0.03302226,1.000631e-18,1.000631e-12,3.0018920000000003e-10,3.201872e-05,7.446552999999999e-09,6.424107e-10,1.46095e-08,9.184567e-12,1.66093e-08,9.715425000000001e-09,78.17427,1.000631e-18,0.0,2.301596e-09,1.000631e-18,6.003784e-08,5.8408899999999996e-06,20.91434,1.110438e-08
7000.0,0.00016507679999999998,1.6017360000000003e-08,4.41458e-12,2.803038e-09,3.003254e-08,1.3214320000000001e-08,1.851803e-07,1.2487000000000001e-05,237.7,0.023233339999999998,0.03303171,1.001085e-18,1.001085e-12,3.003254e-10,3.203471e-05,6.046552e-09,5.426288e-10,9.888266e-09,1.531455e-11,1.4914120000000002e-08,8.311047e-09,78.18268,1.001085e-18,0.0,2.302904e-09,1.001085e-18,6.006509e-08,7.899172e-06,20.920630000000003,1.261775e-08
8000.0,0.0001629478,1.600923e-08,4.451818e-12,2.550607e-09,3.001039e-08,9.966619e-09,1.7906749999999999e-07,1.185493e-05,231.7,0.01077721,0.03301327,1.0003459999999999e-18,1.010479e-12,3.0010390000000003e-10,3.1963190000000005e-05,5.011864e-09,4.701443999999999e-10,6.4819870000000006e-09,2.410595e-11,1.2306290000000001e-08,7.212442e-09,78.13019,1.0003459999999999e-18,0.0,2.300981e-09,1.0003459999999999e-18,5.981814e-08,1.0390339999999999e-05,20.90963,1.3909050000000002e-08
9000.0,0.0001615905,1.601329e-08,4.563475e-12,2.401993e-09,3.002752e-08,7.486056e-09,1.7210640000000001e-07,1.095317e-05,225.7,0.005570292,0.033026110000000004,1.000778e-18,1.050547e-12,3.002752e-10,3.1651750000000004e-05,4.22301e-09,4.413545e-10,3.773222e-09,4.0428869999999997e-11,9.096755e-09,6.564615e-09,78.16109,1.000778e-18,0.0,2.3218230000000003e-09,1.000778e-18,5.945115e-08,1.568011e-05,20.91723,1.53157e-08
10000.0,0.0001580485,1.601748e-08,4.683576e-12,2.271505e-09,3.002686e-08,5.684078e-09,1.581667e-07,9.969579e-06,219.7,0.0029625240000000002,0.033027179999999996,1.0007380000000001e-18,1.210761e-12,3.002686e-10,3.098366e-05,3.6322820000000004e-09,4.343382e-10,2.031715e-09,6.574725e-11,5.7939319999999995e-09,6.084514e-09,78.16197,1.0007380000000001e-18,0.0,2.3813590000000002e-09,1.0007380000000001e-18,5.884887e-08,2.371909e-05,20.91958,1.741133e-08
11000.0,0.00015428380000000002,1.600643e-08,4.803304e-12,2.080973e-09,3.001721e-08,4.59273e-09,1.300883e-07,8.970756e-06,219.2,0.001000711,0.033017559999999994,1.000711e-18,1.871775e-12,3.001721e-10,2.990711e-05,3.432504e-09,4.653287e-10,1.090722e-09,1.200826e-10,3.432504e-09,5.7942440000000005e-09,78.16036,1.000711e-18,0.0,2.6218609999999998e-09,1.000711e-18,5.794244e-08,3.626563e-05,20.91983,2.021792e-08
12000.0,0.00015089930000000001,1.6010889999999998e-08,4.943337e-12,1.761695e-09,3.001942e-08,4.362523e-09,9.867420000000001e-08,7.820131e-06,218.7,0.0006003884,0.03301976,1.0007009999999999e-18,3.181641e-12,3.001942e-10,2.9377639999999997e-05,3.3918250000000003e-09,5.013933000000001e-10,6.303917000000001e-10,1.9606480000000002e-10,1.951022e-09,5.604374e-09,78.15317,1.0007009999999999e-18,0.0,3.1527610000000005e-09,1.0007009999999999e-18,5.663739e-08,5.235348e-05,20.92214,2.411501e-08
13000.0,0.0001479976,1.591058e-08,5.193192e-12,1.230882e-09,2.992116e-08,6.515333e-09,7.224091e-08,6.378818000000001e-06,218.2,0.0005002445,0.033025479999999996,1.000676e-18,5.613958e-12,3.0014670000000003e-10,2.8612109999999997e-05,3.502646e-09,5.223112999999999e-10,3.1230220000000003e-10,3.1230220000000003e-10,1.080715e-09,5.593388e-09,78.15034,1.000676e-18,0.0,4.452643e-09,1.000676e-18,5.483053e-08,7.040824e-05,20.907410000000002,2.7620969999999997e-08
14000.0,0.0001452068,1.571166e-08,5.6538400000000005e-12,7.324689999999999e-10,2.951252e-08,1.010798e-08,4.9645600000000005e-08,5.027817e-06,217.7,0.0004803147,0.03302436,1.000765e-18,9.99674e-12,3.001421e-10,2.802926e-05,3.623082e-09,5.603671e-10,1.1109189999999999e-10,4.624283e-10,6.593966e-10,5.6451150000000005e-09,78.15474,1.000765e-18,0.0,7.486103e-09,1.000765e-18,5.283025e-08,8.005244e-05,20.91616,3.332974e-08
15000.0,0.0001423068,1.551119e-08,6.753845e-12,4.523778e-10,2.8308619999999997e-08,1.631309e-08,3.352738e-08,3.94335e-06,217.2,0.00047045249999999995,0.033018229999999996,1.00073e-18,1.781253e-11,3.001426e-10,2.726486e-05,3.622586e-09,6.865858e-10,4.472863e-11,7.094974000000001e-10,4.2030150000000005e-10,5.75337e-09,78.15418,1.00073e-18,0.0,1.711246e-08,1.00073e-18,5.0329260000000004e-08,9.006824e-05,20.91579,4.523778e-08
16000.0,0.0001391106,1.5209460000000002e-08,8.256905000000001e-12,2.591759e-10,2.681786e-08,2.371595e-08,2.1416259999999998e-08,3.0721989999999998e-06,216.7,0.00046023559999999996,0.03300979,1.000693e-18,3.161334e-11,3.0008900000000004e-10,2.6128550000000002e-05,3.5832410000000004e-09,8.776862e-10,2.11132e-11,1.0506089999999998e-09,2.942061e-10,5.755173e-09,78.142,1.000693e-18,0.0,3.191046e-08,1.000693e-18,4.774684e-08,0.00011008220000000001,20.91413,7.374465e-08
17000.0,0.0001356631,1.490803e-08,1.040442e-11,1.550782e-10,2.5215380000000003e-08,3.131727e-08,1.490803e-08,2.490335e-06,216.2,0.0004503612,0.03301956,1.0005719999999999e-18,5.654651e-11,3.001715e-10,2.422382e-05,3.501654e-09,1.200617e-09,1.100767e-11,1.6908480000000002e-09,2.301384e-10,5.373826e-09,78.14582,1.0005719999999999e-18,0.0,5.1935419999999996e-08,1.0005719999999999e-18,4.493212e-08,0.0001400662,20.91285,1.3108669999999998e-07
18000.0,0.00013239909999999998,1.4510490000000001e-08,1.3009259999999998e-11,8.635074e-11,2.401554e-08,3.852603e-08,1.050857e-08,1.9673730000000003e-06,215.7,0.0004503673,0.03302289,1.000681e-18,1.040741e-10,3.002044e-10,2.175359e-05,3.422468e-09,1.6311150000000001e-09,6.7049290000000004e-12,2.571909e-09,2.2417199999999998e-10,4.782876e-09,78.1365,1.000681e-18,0.0,7.716535e-08,1.000681e-18,4.2123299999999996e-08,0.0001801064,20.91598,2.111425e-07
19000.0,0.0001281713,1.410878e-08,1.641293e-11,5.303805e-11,2.441832e-08,4.422834e-08,7.967536e-09,1.5499789999999998e-06,215.2,0.00045027930000000004,0.033019849999999996,1.000673e-18,2.041563e-10,3.00202e-10,1.844267e-05,3.392354e-09,2.2615689999999998e-09,3.9728860000000006e-12,4.022565e-09,2.6817099999999997e-10,3.972886e-09,78.16134,1.000673e-18,0.0,1.0607610000000001e-07,1.000673e-18,3.952541e-08,0.00023013119999999997,20.91242,3.172347e-07
20000.0,0.0001225025,1.371098e-08,2.1617759999999998e-11,3.102954e-11,2.5524120000000003e-08,4.8945669999999994e-08,6.014463e-09,1.3323669999999999e-06,215.2,0.0004503931,0.03303251,1.000935e-18,4.644471e-10,3.0028050000000003e-10,1.6223e-05,3.433279e-09,3.073075e-09,2.412425e-12,5.77654e-09,3.683374e-10,3.1931429999999997e-09,78.18248,1.000935e-18,0.0,1.391571e-07,1.000935e-18,3.693334e-08,0.0002902656,20.92059,4.2040379999999995e-07
21000.0,0.00011554199999999999,1.341611e-08,3.403333e-11,1.89175e-11,2.7727489999999998e-08,5.225017e-08,4.574972e-09,1.2332700000000001e-06,215.2,0.00045049069999999997,0.03303425,1.001018e-18,8.161251e-10,3.003055e-10,1.363669e-05,3.6835920000000003e-09,4.294064e-09,1.9222410000000003e-12,7.77849e-09,5.625944e-10,2.672842e-09,78.17415,1.001018e-18,0.0,1.762e-07,1.001018e-18,3.433175e-08,0.0003503889,20.92213,4.944758000000001e-07
22000.0,0.000106692,1.3009739999999999e-08,5.094468e-11,1.041083e-11,3.072335e-08,5.494183e-08,3.4028979999999997e-09,1.233342e-06,215.2,0.0004533651,0.033025889999999995,1.0008079999999999e-18,1.07072e-09,3.002423e-10,1.231062e-05,4.033627e-09,5.764713e-09,1.721207e-12,9.909287e-09,1.031204e-09,2.282024e-09,78.19521999999999,1.0008079999999999e-18,0.0,2.161957e-07,1.0008079999999999e-18,3.1726440000000004e-08,0.00039029219999999994,20.92045,5.464545999999999e-07
23000.0,9.741128e-05,1.250779e-08,7.596301000000001e-11,5.754827e-12,3.6028829999999997e-08,5.754827e-08,2.602082e-09,1.307713e-06,215.2,0.0004553866,0.03302198,1.000801e-18,1.5212170000000001e-09,3.002402e-10,1.125345e-05,4.504048e-09,7.655904e-09,1.591496e-12,1.231207e-08,1.971355e-09,2.07188e-09,78.16032,1.000801e-18,0.0,2.582511e-07,1.000801e-18,2.862735e-08,0.00043038880000000003,20.91451,5.745041e-07
24000.0,8.806792e-05,1.1905840000000001e-08,1.160456e-10,2.231567e-12,4.513e-08,6.044345e-08,1.8918450000000003e-09,1.401482e-06,215.2,0.0004603385,0.03302677,1.000777e-18,2.241956e-09,3.002434e-10,1.049293e-05,5.06362e-09,9.927769999999999e-09,1.4409600000000002e-12,1.501217e-08,3.7026549999999998e-09,1.901195e-09,78.15677,1.000777e-18,0.0,3.06269e-07,1.000777e-18,2.481942e-08,0.0004704159,20.91314,5.844876e-07
25000.0,7.937178e-05,1.1307860000000001e-08,2.182176e-10,8.516818999999999e-13,6.854614e-08,6.514866999999999e-08,1.221385e-09,1.499028e-06,215.2,0.00046529540000000004,0.0330249,1.000732e-18,3.9734600000000005e-09,3.00171e-10,9.667575e-06,5.824413000000001e-09,1.3114979999999999e-08,1.2311270000000001e-12,1.821727e-08,6.2043450000000005e-09,1.751099e-09,78.15405,1.000732e-18,0.0,3.743309e-07,1.000732e-18,1.911839e-08,0.0005103515,20.92064,5.613745e-07
27500.0,7.134833999999999e-05,1.050793e-08,5.003603e-10,4.0925419999999995e-13,1.280908e-07,7.516251e-08,5.744744e-10,1.599237e-06,215.5,0.0004703532,0.03302595,1.000721e-18,8.486964e-09,3.0025230000000003e-10,8.69846e-06,7.214371e-09,1.842006e-08,9.376333e-13,2.301151e-08,1.0307280000000001e-08,1.54103e-09,78.16322,1.000721e-18,0.0,4.813799e-07,1.000721e-18,1.100865e-08,0.0005603746,20.914630000000002,4.822837e-07
30000.0,6.444065e-05,9.737759e-09,1.1709110000000002e-09,2.52219e-13,2.4518819999999997e-07,9.889193e-08,2.1417120000000002e-10,1.711477e-06,217.4,0.0004753952,0.03301806,1.000818e-18,1.851553e-08,3.001642e-10,7.531146000000001e-06,8.737211e-09,2.451882e-08,6.354827e-13,2.831278e-08,1.3610149999999999e-08,1.3410039999999998e-09,78.15085,1.000818e-18,0.0,6.165535e-07,1.000818e-18,4.724206e-09,0.0006106042999999999,20.91685,3.742588e-07
32500.0,5.7480080000000004e-05,9.044659e-09,3.402112e-09,1.8612600000000002e-13,4.5323919999999996e-07,1.280824e-07,8.49723e-11,1.851197e-06,220.4,0.0004802082,0.033022869999999996,1.0006690000000001e-18,3.572379e-08,3.002006e-10,6.130403e-06,1.010732e-08,2.9621559999999998e-08,3.6822670000000005e-13,3.202059e-08,1.3609249999999998e-08,1.210785e-09,78.16968,1.0006690000000001e-18,0.0,7.213186e-07,1.0006690000000001e-18,1.7912209999999998e-09,0.0006802614,20.915020000000002,2.591836e-07
35000.0,5.052201e-05,8.461844e-09,8.352502e-09,1.520459e-13,7.143667e-07,1.570878e-07,3.421792e-11,1.997918e-06,227.9,0.00048523479999999997,0.033015159999999995,1.000478e-18,5.082573e-08,3.001434e-10,5.118413e-06,1.1104270000000001e-08,3.211613e-08,1.8211489999999997e-13,3.48193e-08,1.1304730000000001e-08,1.160846e-09,78.11867,1.000478e-18,0.0,7.283382e-07,1.000478e-18,7.356276e-10,0.0007101145,20.90859,1.640735e-07
37500.0,4.484427e-05,8.025906e-09,1.701644e-08,1.321393e-13,9.348202e-07,1.691708e-07,1.341264e-11,2.148732e-06,235.5,0.0004903516,0.03302128,1.0007539999999998e-18,6.074976e-08,3.0022629999999996e-10,3.971404999999999e-06,1.130816e-08,3.042004e-08,9.266913e-14,3.7230230000000004e-08,8.516347000000001e-09,1.211202e-09,78.15458,1.0007539999999998e-18,0.0,6.26465e-07,1.0007539999999998e-18,3.0320689999999997e-10,0.0007205792999999999,20.918300000000002,9.691421000000001e-08
40000.0,3.933875e-05,7.635487e-09,2.8521919999999997e-08,1.180826e-13,1.120836e-06,1.74131e-07,5.393815e-12,2.33325e-06,243.2,0.0004953179,0.03302119,1.000723e-18,5.953901e-08,3.002168e-10,2.9968589999999996e-06,1.030718e-08,2.481898e-08,2.942443e-14,3.952456e-08,6.3746299999999995e-09,1.360399e-09,78.15989,1.000723e-18,0.0,4.0334170000000004e-07,1.000723e-18,1.32098e-10,0.0006905517,20.91696,5.3340910000000005e-08
42500.0,3.397387e-05,7.304575e-09,4.063014e-08,1.0807769999999999e-13,1.190817e-06,1.761409e-07,2.250817e-12,2.6240299999999998e-06,250.8,0.000500374,0.03303122,1.000748e-18,4.332342e-08,3.003013e-10,2.081525e-06,7.956735e-09,1.6411729999999998e-08,8.726245e-15,4.103413e-08,5.1730320000000005e-09,1.651176e-09,78.16299,1.000748e-18,0.0,2.1719420000000002e-07,1.000748e-18,8.697388e-11,0.0005904066,20.91144,2.522069e-08
45000.0,2.877422e-05,7.005415e-09,5.112957e-08,9.976905999999999e-14,1.170889e-06,1.791195e-07,1.0408519999999999e-12,3.0600270000000005e-06,258.5,0.0005002286999999999,0.033035010000000004,1.000734e-18,2.5119339999999997e-08,3.001925e-10,1.311994e-06,4.822448e-09,9.747266e-09,2.9825580000000005e-15,4.213763e-08,4.443403e-09,2.101624e-09,78.16073,1.000734e-18,0.0,1.1509690000000001e-07,1.000734e-18,6.684472000000001e-11,0.0004603875,20.91664,1.211007e-08
47500.0,2.3877200000000002e-05,6.705240000000001e-09,5.794075e-08,9.345282999999999e-14,1.100796e-06,1.8013030000000002e-07,6.572849e-13,3.805866e-06,265.1,0.0005003620000000001,0.03302389,1.000724e-18,1.5610520000000002e-08,3.002172e-10,8.075882e-07,1.631141e-09,4.921849e-09,1.300941e-15,4.2443159999999996e-08,3.802751e-09,2.772044e-09,78.14993,1.000724e-18,0.0,6.666302e-08,1.000724e-18,5.603276e-11,0.0003702679,20.91396,7.705964e-09
50000.0,1.945443e-05,6.4346809999999994e-09,6.756952e-08,8.835601e-14,1.030731e-06,1.800959e-07,4.743294e-13,6.246689e-06,265.7,0.0004953307999999999,0.03302205,1.000652e-18,1.040936e-08,3.001956e-10,4.166966e-07,5.103163999999999e-10,2.53144e-09,7.132935e-16,4.252905e-08,3.48214e-09,3.5621700000000003e-09,78.15075,1.000652e-18,7.143677000000001e-10,4.43284e-08,1.000652e-18,4.943102e-11,0.0002751658,20.9154,5.553806e-09
55000.0,1.575413e-05,6.215178e-09,9.538951999999999e-08,8.437654000000001e-14,1.010849e-06,1.802034e-07,3.7939129999999995e-13,1.480988e-05,260.6,0.0004854459,0.03302901,1.000909e-18,7.69716e-09,3.0027269999999997e-10,2.630989e-07,2.001818e-10,1.5008669999999999e-09,4.804761e-16,4.254112e-08,3.622953e-09,4.5940440000000004e-09,78.17428,1.000909e-18,7.156450000000001e-10,3.39335e-08,1.000909e-18,4.5642250000000003e-11,0.0001701645,20.92268,4.4538960000000005e-09
60000.0,1.501159e-05,6.024896000000001e-09,1.7612370000000002e-07,8.106257e-14,1.010657e-06,1.801206e-07,3.2822879999999997e-13,2.928641e-05,250.8,0.0004503476,0.033025490000000005,1.000711e-18,6.304867e-09,3.002317e-10,1.810232e-07,1.050811e-10,1.0508110000000001e-09,3.6617220000000004e-16,4.252976e-08,5.253135e-09,5.1536709999999995e-09,78.15235,1.000711e-18,7.15583e-10,2.8512809999999998e-08,1.000711e-18,4.3229690000000004e-11,0.0001000711,20.90571,3.8422299999999995e-09
65000.0,1.500949e-05,5.885458000000001e-09,3.742745e-07,7.835606000000001e-14,1.030743e-06,1.8009989999999999e-07,2.981942e-13,5.587859e-05,240.9,0.0004001831,0.033019480000000004,1.000633e-18,5.5248379999999995e-09,3.001898e-10,1.32169e-07,6.865783999999999e-11,8.346776e-10,3.001898e-16,4.2539149999999996e-08,1.2607690000000002e-08,5.1117e-09,78.14599,1.000633e-18,7.152879000000001e-10,2.5316920000000002e-08,1.000633e-18,4.173388e-11,5.503830999999999e-05,20.91246,3.4920609999999995e-09
70000.0,1.5018229999999998e-05,5.75586e-09,7.197366e-07,7.610774000000001e-14,1.151443e-06,1.802052e-07,2.792876e-13,0.00010789270000000001,230.7,0.0003303198,0.033031979999999996,1.00099e-18,5.044933e-09,3.002969e-10,1.007767e-07,5.145236e-11,7.116039999999999e-10,2.5726180000000003e-16,4.254036e-08,3.773534e-08,4.324519e-09,78.20866,1.00099e-18,7.156703e-10,2.312374e-08,1.00099e-18,4.054109e-11,3.202896e-05,20.92116,3.273378e-09
75000.0,1.50097e-05,5.624183e-09,1.120861e-06,7.406157e-14,1.6106299999999999e-06,1.8011640000000002e-07,2.661995e-13,0.0001898487,220.4,0.00027017459999999997,0.03302134,1.000784e-18,4.723601e-09,3.00194e-10,7.888661e-08,4.162965e-11,6.335602e-10,2.271331e-16,4.253434e-08,1.120861e-07,2.831967e-09,78.16011,1.000784e-18,7.15531e-10,2.152076e-08,1.000784e-18,3.962835e-11,2.5016169999999997e-05,20.917630000000003,3.122566e-09
80000.0,1.50112e-05,5.503167e-09,1.130769e-06,7.235229000000001e-14,2.681738e-06,1.801062e-07,2.561761e-13,0.0002962811,210.1,0.0002001305,0.03281059,1.000653e-18,4.492094e-09,3.00224e-10,6.336810000000001e-08,3.5317150000000003e-11,5.784803e-10,2.0412979999999999e-16,4.2527030000000004e-08,2.001305e-07,1.33073e-09,78.15399,1.000653e-18,7.153554e-10,2.021302e-08,1.000653e-18,3.892209e-11,2.301529e-05,20.914289999999998,3.010689e-09
85000.0,1.5009169999999998e-05,5.3732960000000004e-09,6.104093000000001e-07,7.072036e-14,7.01154e-06,1.80098e-07,2.4912439999999997e-13,0.00045287649999999996,199.8,0.0001330922,0.03202078,1.000611e-18,4.302508e-09,3.001834e-10,5.197251e-08,3.091974e-11,5.373296e-10,1.8511919999999998e-16,4.252901e-08,1.681197e-07,5.563255e-10,78.16143,1.000611e-18,7.156731e-10,1.921368e-08,1.000611e-18,3.832451e-11,5.503363e-05,20.01223,2.921979e-09
90000.0,1.400898e-05,5.254411e-09,1.5108e-07,6.946060999999999e-14,2.131257e-05,1.801552e-07,2.431747e-13,0.0006868156,199.5,8.506942e-05,0.03102286,1.0008e-18,4.163741e-09,3.002123e-10,4.336245e-08,2.762843e-11,5.054084e-10,1.711127e-16,4.252776e-08,4.313987e-08,2.2411589999999998e-10,78.05798,1.0008e-18,7.156126e-10,1.832158e-08,1.0008e-18,3.782564e-11,8.006125000000001e-05,19.01716,2.8421400000000003e-09
95000.0,1.296814e-05,5.108165e-09,2.413877e-08,6.791276999999999e-14,7.101754e-05,1.795538e-07,2.363874e-13,0.001051373,208.3,5.38596e-05,0.0269298,9.974484e-19,4.019861e-09,2.992345e-10,3.657093e-08,2.493621e-11,4.768274e-10,1.586048e-16,4.2388289999999995e-08,4.967633e-09,8.938471e-11,77.71731,9.974484e-19,7.131168e-10,1.755666e-08,9.974484e-19,3.719188e-11,7.980894999999999e-05,17.95538,2.77305e-09
